CHROM,POS,T_STAT,P,BETA,SE
1,8033234,-0.21442,0.83034,-0.255046,1.18947
1,8035141,-3.93245,1.00726e-4,-4.31126,1.09633
1,8040590,-1.15715,0.247971,-1.23972,1.07136
1,8054740,0.0707545,0.943632,0.0727205,1.02779
1,8061563,0.968131,0.333624,0.991878,1.02453
1,8073794,-1.14053,0.254819,-1.16491,1.02138
1,8098585,-0.760743,0.447305,-0.759398,0.998232
1,8111957,0.895503,0.371112,0.945808,1.05617
1,8112971,-1.28686,0.198965,-1.31993,1.0257
1,8139259,-4.20228,3.33017e-5,-4.17571,0.993678
1,8148955,1.29906,0.194749,1.3269,1.02143
1,8153857,-0.427155,0.66952,-0.437636,1.02454
1,8169569,-1.37216,0.170861,-2.05143,1.49504
1,8172146,-2.44017,0.0151582,-2.47702,1.0151
1,8177149,-1.90462,0.0576202,-1.95446,1.02617
1,8185632,-0.673032,0.501355,-0.692873,1.02948
1,8186687,0.422909,0.672612,0.583364,1.37941
1,8187504,0.270313,0.787073,0.370732,1.37149
1,8189309,-2.44008,0.0151617,-2.57759,1.05635
1,8228569,-0.604665,0.54578,-0.649697,1.07447
1,8239746,-1.70736,0.088611,-2.60198,1.52398
1,8246825,-2.5177,0.0122421,-2.53115,1.00534
1,8259747,-0.226334,0.821069,-0.230411,1.01801
1,8263165,-2.46494,0.0141657,-2.41494,0.979714
1,8284224,1.50624,0.132875,2.30345,1.52927
1,8291343,3.28811,0.00110718,3.38146,1.02839
1,8293879,-0.929971,0.353004,-0.961925,1.03436
1,8303694,0.0259678,0.979297,0.0283932,1.0934
1,8310513,-0.090906699999999993,0.927617,-0.0920844,1.01296
1,8312624,1.4628,0.144386,1.47207,1.00633
1,8316339,0.329014,0.742335,0.345344,1.04963
1,8339707,1.50762,0.132521,1.57562,1.0451
1,8344919,-0.827256,0.408635,-0.855624,1.03429
1,8349706,0.123431,0.901834,0.133933,1.08508
1,8351508,0.453582,0.6504,0.45503,1.00319
1,8360424,1.89029,0.0595155,1.883,0.996145
1,8371237,-0.426873,0.669725,-0.454769,1.06535
1,8376382,0.110589,0.912003,0.11374,1.02849
1,8378015,0.155539,0.876483,0.162546,1.04504
1,8383425,1.11581,0.265242,1.12142,1.00503
1,8387173,0.39175,0.695473,0.447109,1.14131
1,8388140,1.40196,0.16178,1.90711,1.36031
1,8390670,-1.2297,0.219607,-1.27207,1.03445
1,8393795,0.483877,0.628765,0.509446,1.05284
1,8396433,-0.998191,0.318852,-0.991361,0.993158
1,8397535,1.82096,0.0694366,1.81251,0.995362
1,8416047,1.05777,0.290865,1.11274,1.05197
1,8417247,-1.23566,0.217384,-1.23121,0.9964
1,8428543,-0.631399,0.528177,-0.688751,1.09083
1,8431404,-0.262371,0.793184,-0.268401,1.02298
1,8450985,0.950786,0.342346,0.937996,0.986548
1,8452194,-0.204073,0.83841,-0.275834,1.35164
1,8472069,-1.24179,0.215117,-1.26561,1.01918
1,8474677,0.127859,0.898331,0.124727,0.975507
1,8490086,1.59115,0.112445,2.53783,1.59496
1,8492452,-1.19125,0.234334,-1.18708,0.996501
1,8495255,-0.648205,0.517262,-0.778829,1.20152
1,8498039,0.733119,0.463959,1.1665,1.59115
1,8516889,-1.45184,0.14741,-1.4552,1.00232
1,8526228,-0.392959,0.69458,-0.418426,1.06481
1,8539891,-0.664394,0.50686,-0.70055,1.05442
1,8541622,-0.87334,0.383055,-1.09466,1.25341
1,8542865,-0.381598,0.702983,-0.396816,1.03988
1,8546278,0.614467,0.539292,0.605861,0.985994
1,8570851,0.892064,0.372949,0.889852,0.99752
1,8573082,0.827155,0.408693,0.852564,1.03072
1,8585492,1.98663,0.0477145,2.02175,1.01768
1,8589577,1.13439,0.257381,1.14374,1.00824
1,8593608,-0.220618,0.825514,-0.353953,1.60437
1,8595014,-1.27451,0.203299,-1.3668,1.07241
1,8597538,-0.151691,0.879515,-0.167405,1.1036
1,8597800,0.0698218,0.944374,0.0965262,1.38247
1,8635505,1.22578,0.221077,1.26937,1.03556
1,8645388,-1.68501,0.0928455,-2.44131,1.44884
1,8646210,-0.161132,0.872079,-0.221251,1.37311
1,8646967,1.05096,0.293977,1.81272,1.72482
1,8653578,-1.94328,0.0527553,-1.97256,1.01507
1,8674015,0.139743,0.888941,0.146188,1.04612
1,8687862,1.72265,0.0858029,2.33845,1.35747
1,8697722,1.43224,0.152937,1.45607,1.01664
1,8701333,0.0369527,0.970543,0.0598482,1.61959
1,8718050,0.171599,0.863849,0.178985,1.04305
1,8727378,-1.52158,0.128985,-1.73241,1.13856
1,8730951,-0.396773,0.691768,-0.464961,1.17186
1,8734608,1.49348,0.136179,1.51317,1.01318
1,8740748,1.53327,0.126079,2.16261,1.41045
1,8756200,-0.854737,0.393261,-0.898665,1.05139
1,8793796,1.02896,0.304183,1.08567,1.05512
1,8840169,-1.05263,0.293211,-1.08718,1.03282
1,8841640,-0.277279,0.781724,-0.302188,1.08983
1,8845413,-0.155951,0.876158,-0.227275,1.45735
1,8851447,1.33029,0.184259,1.46729,1.10298
1,8853242,1.40474,0.160952,1.48697,1.05853
1,8884435,2.53268,0.01174,2.70694,1.0688
1,8921611,-0.868834,0.385512,-1.36597,1.57219
1,8922533,1.40547,0.160735,1.41065,1.00368
1,8926930,-3.09526,0.00211914,-3.03964,0.982031
1,8928557,2.6439,0.00855109,2.61823,0.990287
1,8934294,0.347733,0.728242,0.501045,1.44089
1,8937174,0.690101,0.490571,0.698272,1.01184
1,8961774,0.828836,0.407742,1.26105,1.52147
1,8976655,-0.398361,0.690598,-0.435535,1.09332
1,8977104,0.795837,0.426647,1.13938,1.43168
1,8979547,-1.29614,0.195749,-1.36903,1.05623
1,8980990,0.758042,0.448918,1.20134,1.5848
1,8984934,-2.09833,0.0365666,-2.68918,1.28158
1,8986638,0.678526,0.49787,0.719485,1.06036
1,9055146,0.249389,0.803201,0.256292,1.02768
1,9062102,-0.354977,0.722813,-0.569213,1.60352
1,9062115,0.827299,0.408611,0.884683,1.06936
1,9095515,-0.172147,0.863418,-0.179401,1.04214
1,9119686,0.689715,0.490814,0.765005,1.10916
1,9135777,-0.188149,0.850865,-0.202591,1.07676
1,9163400,-1.32246,0.186847,-1.42151,1.0749
1,9173496,2.08025,0.0382035,2.91363,1.40062
1,9174288,-0.29233,0.770202,-0.328342,1.12319
1,9175523,1.0145,0.31102,1.24154,1.2238
1,9183469,1.12007,0.263426,1.65773,1.48003
1,9202778,2.37445,0.0180945,2.46298,1.03729
1,9217850,-0.906066,0.365502,-0.945624,1.04366
1,9224538,1.06655,0.286885,1.04442,0.979252
1,9225393,-1.66053,0.0976723,-2.51823,1.51652
1,9230380,-2.98904,0.00298921,-4.39772,1.47128
1,9238735,-0.192863,0.847174,-0.24796,1.28568
1,9240934,-0.495118,0.620817,-0.54016,1.09097
1,9241169,-1.52743,0.127524,-2.42155,1.58537
1,9251488,-0.537888,0.590984,-0.564173,1.04887
1,9256639,1.26809,0.205577,1.2908,1.0179
1,9256721,1.78766,0.0746645,2.7027,1.51186
1,9262606,-1.89531,0.0588458,-1.98598,1.04784
1,9263412,-0.68157,0.495946,-0.943813,1.38476
1,9266318,1.55764,0.120189,2.22765,1.43014
1,9267548,1.55947,0.119757,2.05182,1.31572
1,9267549,-1.68583,0.0926872,-1.70414,1.01086
1,9295153,-0.328018,0.743087,-0.348612,1.06278
1,9306205,-1.29106,0.197504,-1.28658,0.996527
1,9308818,-0.0460675,0.963282,-0.0471213,1.02287
1,9311053,-0.185205,0.853172,-0.296127,1.59891
1,9315973,0.22784,0.819899,0.243992,1.07089
1,9329849,-1.60051,0.110355,-1.78468,1.11507
1,9330869,-0.424286,0.671608,-0.436589,1.029
1,9331877,1.37782,0.169107,1.99956,1.45124
1,9335706,0.883391,0.377609,1.40839,1.5943
1,9349748,-0.716029,0.474434,-0.714364,0.997674
1,9356841,1.80433,0.0720086,1.80359,0.99959
1,9363507,1.53187,0.126426,1.57169,1.026
1,9373805,-0.646254,0.518523,-0.662108,1.02453
1,9385950,-0.417339,0.676677,-0.43943,1.05293
1,9399113,-1.39611,0.163533,-1.94724,1.39476
1,9408241,0.489622,0.624697,0.508476,1.03851
1,9409071,0.692604,0.489001,0.729047,1.0526199999999999
1,9410754,1.36074,0.174441,1.39074,1.02204
1,9440102,-1.26438,0.206906,-1.28619,1.01725
1,9452334,1.20106,0.230509,1.27015,1.05752
1,9458583,1.53998,0.124436,2.14049,1.38994
1,9458722,-1.55166,0.121616,-1.69058,1.08953
1,9459360,2.17092,0.0305848,2.27299,1.04702
1,9459951,-1.5501,0.121988,-1.55964,1.00615
1,9470474,-0.213368,0.831159,-0.215258,1.00886
1,9474035,0.360183,0.71892,0.374193,1.0389
1,9477990,1.75888,0.0794412,2.01573,1.14603
1,9481967,-1.09316,0.275047,-1.56641,1.43291
1,9483443,-0.0968319,0.922913,-0.103016,1.06386
1,9486362,-1.11429,0.265893,-1.48429,1.33205
1,9487034,0.806636,0.420404,0.873297,1.08264
1,9490653,-0.184892,0.853417,-0.271816,1.47014
1,9495597,1.05454,0.292336,1.4578,1.3824
1,9495896,1.11107,0.267274,1.24117,1.11709
1,9497131,0.9458,0.34488,0.975691,1.0316
1,9527213,0.432767,0.665441,0.457567,1.0573
1,9542065,-0.274304,0.784007,-0.277257,1.01077
1,9591724,-1.15105,0.250471,-1.1968,1.03975
1,9611515,1.2735,0.203655,1.8572,1.45834
1,9616980,0.316929,0.75148,0.439519,1.38681
1,9619322,-1.27594,0.202791,-1.27569,0.999799
1,9668929,-0.752651,0.452148,-0.756478,1.00509
1,9695372,1.53225,0.126331,1.55468,1.01463
1,9697267,-0.303778,0.761471,-0.327991,1.07971
1,9707767,-0.962447,0.336466,-0.943631,0.980451
1,9730498,-0.300566,0.763918,-0.307892,1.02437
1,9739909,0.465845,0.641606,0.607924,1.30499
1,9759547,-0.269231,0.787905,-0.282836,1.05053
1,9762593,0.0682385,0.945633,0.0718401,1.05278
1,9799821,-0.772855,0.440111,-0.788099,1.01972
1,9801636,-1.01165,0.312381,-1.48829,1.47115
1,9801653,-6.52234e-4,0.99948,-6.54879e-4,1.00405
1,9808959,2.58993,0.0099861,2.69793,1.0417
1,9819732,-0.418373,0.675921,-0.419407,1.00247
1,9821732,0.23114,0.817336,0.341679,1.47824
1,9842562,0.769559,0.442062,0.781373,1.01535
1,9852558,1.20725,0.228122,1.86191,1.54227
1,9872334,3.36297,8.5325e-4,3.49387,1.03892
1,9872904,1.4783,0.140193,1.60111,1.08307
1,9877113,0.370196,0.711453,0.422162,1.14037
1,9888691,-2.19016,0.0291482,-3.28358,1.49924
1,9903051,0.523775,0.600755,0.871821,1.6645
1,9904607,1.54973,0.122077,1.6369,1.05625
1,9904890,-0.181144,0.856356,-0.189048,1.04363
1,9915397,0.870712,0.384487,1.2389,1.42286
1,9949390,2.29389,0.0223673,2.50991,1.09417
1,9952896,-1.34061,0.180885,-1.44125,1.07507
1,9955561,-0.0163713,0.986947,-0.0245263,1.49813
1,9959251,-2.8355,0.00483166,-4.14374,1.46138
1,9959757,-0.878725,0.380132,-0.90482,1.0297
1,9965502,0.319651,0.749416,0.344162,1.07668
1,9970174,1.29406,0.196467,1.3424,1.03735
1,9970930,0.181445,0.85612,0.210392,1.15954
1,9971463,2.08761,0.0375301,2.46816,1.18229
1,9973804,0.329896,0.741669,0.336159,1.01899
1,9994595,0.0289394,0.976929,0.0455081,1.57253
1,9994840,-1.72505,0.085369,-1.82881,1.06015
1,9995023,0.975467,0.329978,1.53667,1.57532
1,9996728,0.581354,0.561363,0.693679,1.19321
1,9999760,-1.66351,0.0970725,-1.70513,1.02502
1,10004243,1.63489,0.102938,1.65845,1.01441
1,10006104,0.827138,0.408702,0.821135,0.992742
1,10010909,1.57588,0.115926,1.86816,1.18547
1,10012293,0.738013,0.460984,0.756569,1.02514
1,10015075,1.55993,0.119648,2.08271,1.33513
1,10023108,1.31119,0.190622,1.36691,1.0425
1,10028220,-1.10368,0.270464,-1.30261,1.18025
1,10043557,0.357078,0.721241,0.368953,1.03326
1,10044804,1.93669,0.0535596,1.98938,1.02721
1,10048042,-0.781574,0.434975,-0.872713,1.11661
1,10050469,-0.477481,0.633307,-0.480368,1.0060500000000001
1,10050622,0.26238,0.793177,0.372849,1.42103
1,10060879,1.44059,0.150564,1.44034,0.999829
1,10112663,0.219842,0.826117,0.274172,1.24713
1,10115043,-1.11752,0.264512,-1.18781,1.0629
1,10137944,0.410514,0.681671,0.53855,1.31189
1,10145013,-1.8704,0.062233,-3.07912,1.64624
1,10147646,2.93548,0.00354242,2.93951,1.00137
1,10154556,-1.34329,0.180016,-1.47518,1.09818
1,10155157,-0.723109,0.470079,-0.942946,1.30402
1,10161522,-1.23862,0.216285,-1.27463,1.02907
1,10167966,0.180848,0.856588,0.183741,1.01599
1,10173083,2.58673,0.0100776,2.5881,1.00053
1,10182880,0.0375063,0.970102,0.0384472,1.02509
1,10199287,-0.879091,0.379933,-0.888208,1.01037
1,10201058,1.82838,0.0683134,2.67203,1.46142
1,10202841,0.0453295,0.96387,0.0580746,1.28117
1,10204624,-1.97994,0.0484654,-2.01415,1.01728
1,10208446,-0.112777,0.91027,-0.114924,1.01904
1,10214298,-0.209943,0.83383,-0.214613,1.02225
1,10219469,-0.738621,0.460614,-1.17657,1.59293
1,10220319,0.0730405,0.941814,0.0788858,1.08003
1,10227708,0.29642,0.767079,0.331783,1.1193
1,10239390,1.26441,0.206895,1.68679,1.33406
1,10240645,-0.0490542,0.960903,-0.0500876,1.02107
1,10244297,0.745025,0.456739,1.04456,1.40205
1,10245297,1.69101,0.0916923,1.74273,1.03058
1,10246959,-0.31542,0.752624,-0.322421,1.0222
1,10249732,0.0991696,0.921058,0.100072,1.0091
1,10251174,0.801701,0.42325,0.846509,1.05589
1,10258570,1.26652,0.206138,1.26217,0.996562
1,10265812,-0.441161,0.659359,-0.714705,1.62005
1,10275463,-0.562277,0.574274,-0.553549,0.984477
1,10279560,-0.573148,0.5669,-0.61324,1.06995
1,10295075,1.60617,0.109106,2.06324,1.28458
1,10295311,2.06601,0.0395367,2.48768,1.2041
1,10308939,1.64496,0.100843,2.40032,1.45919
1,10321753,0.837994,0.402585,0.841032,1.00362
1,10341474,0.0337347,0.97310700000000006,0.0353624,1.04825
1,10357033,0.932277,0.351813,0.94354,1.01208
1,10357354,1.20514,0.228935,1.86066,1.54393
1,10361003,-0.870406,0.384654,-0.878527,1.00933
1,10387331,-1.27891,0.201747,-1.31455,1.02787
1,10391448,-0.560311,0.575613,-0.598073,1.06739
1,10399367,2.82944,0.00492201,2.92012,1.03205
1,10431719,0.525033,0.599881,0.790421,1.50547
1,10458636,-0.181521,0.85606,-0.212664,1.17157
1,10477702,1.36315,0.17368,1.50419,1.10347
1,10514435,-0.754423,0.451084,-0.807086,1.06981
1,10516117,1.99686,0.0465864,2.08317,1.04322
1,10528390,2.52381,0.0120351,2.52895,1.00203
1,10543449,1.16924,0.243072,1.31836,1.12753
1,10564997,2.51124,0.0124646,2.68412,1.06885
1,10566881,0.564483,0.572774,0.833648,1.47684
1,10579322,-1.57715,0.115633,-2.2588,1.43221
1,10579727,0.356331,0.721799,0.407881,1.14467
1,10587002,-0.525452,0.59959,-0.549113,1.04503
1,10595309,-1.41861,0.15687,-1.41583,0.998041
1,10602627,1.74143,0.0824554,2.28859,1.3142
1,10604216,2.60802,0.00948267,3.34921,1.28419
1,10609275,0.419733,0.674929,0.425555,1.01387
1,10611150,0.25829,0.79633,0.27277,1.05606
1,10612493,-0.0240396,0.980834,-0.0258431,1.07502
1,10613985,1.90931,0.0570101,2.12281,1.11182
1,10615998,-0.0629423,0.949847,-0.0793874,1.26127
1,10617415,-1.75944,0.0793454,-1.77883,1.01102
1,10620398,-1.02039,0.308224,-1.65606,1.62297
1,10621689,-1.37702,0.169355,-2.20898,1.60417
1,10622293,-0.0681468,0.945706,-0.100066,1.46839
1,10637939,-0.236967,0.812816,-0.257603,1.08708
1,10650792,0.183979,0.854132,0.267306,1.45291
1,10653225,-1.45165,0.147463,-2.11992,1.46035
1,10656157,3.23127,0.00134509,3.22431,0.997846
1,10665043,1.575,0.116126,1.60816,1.02105
1,10667472,-0.392735,0.694746,-0.436037,1.11026
1,10683514,-0.478837,0.632343,-0.478817,0.999959
1,10691134,0.564138,0.573009,0.584181,1.03553
1,10693560,-1.94665,0.0523478,-1.99574,1.02522
1,10697190,-1.00376,0.316163,-1.01904,1.01522
1,10708026,1.45805,0.145692,1.58116,1.08443
1,10725655,-0.0616359,0.950887,-0.0643375,1.04383
1,10729046,0.47004,0.638609,0.512361,1.09004
1,10825285,-0.662449,0.508104,-0.733449,1.10718
1,10840709,0.312254,0.755027,0.320342,1.0259
1,10851439,-2.81467,0.00514892,-4.57064,1.62387
1,10867665,-1.13018,0.259145,-1.2365,1.09407
1,10871478,-0.44993,0.653029,-0.460912,1.02441
1,10872941,0.323783,0.746289,0.542956,1.67691
1,10880913,-1.13083,0.258875,-1.27227,1.12508
1,10889796,3.17049,0.00165124,3.77643,1.19112
1,10890507,1.85627,0.0642256,2.08255,1.1219
1,10892002,-2.54186,0.0114415,-4.01708,1.58037
1,10896839,0.387456,0.698646,0.398556,1.02865
1,10909920,-0.0606122,0.951701,-0.0629018,1.03778
1,10922932,-1.21055,0.226857,-1.24981,1.03243
1,10931976,-0.380095,0.704098,-0.400058,1.05252
1,10942068,-0.184181,0.853975,-0.300833,1.63336
1,10942235,0.434715,0.664028,0.443784,1.02086
1,10942512,0.472983,0.636509,0.493687,1.04377
1,10944048,-0.0540431,0.956931,-0.05595,1.03529
1,10946913,0.737722,0.46116,0.745433,1.01045
1,10954097,0.569072,0.569659,0.876743,1.54065
1,10956016,-0.720288,0.471811,-0.925643,1.2851
1,10960581,-0.390139,0.696663,-0.496451,1.2725
1,10960583,-1.78334,0.0753671,-2.54111,1.42492
1,10960837,1.36457,0.173232,1.38033,1.01155
1,10964440,0.40566,0.685231,0.437333,1.07808
1,10966281,-1.23008,0.219464,-1.59857,1.29957
1,10971262,-0.310988,0.755988,-0.469119,1.50848
1,10997811,-0.20662,0.836423,-0.217677,1.05352
1,11006198,0.602306,0.547346,0.877026,1.45611
1,11007436,-1.25252,0.211187,-1.22089,0.974749
1,11010893,1.04773,0.29546,1.05394,1.00593
1,11014632,0.337638,0.735831,0.342844,1.01542
1,11017773,-3.82496,1.53929e-4,-3.6767,0.961239
1,11018096,-0.34664,0.729062,-0.534231,1.54117
1,11020628,-1.52937,0.127043,-2.33931,1.52959
1,11025430,-1.50921,0.132114,-1.47822,0.979465
1,11025598,0.391879,0.695377,0.443206,1.13098
1,11044516,-0.675367,0.499873,-0.961572,1.42378
1,11046311,-1.32632,0.185568,-1.37912,1.03981
1,11047621,1.21003,0.227057,1.51213,1.24967
1,11048660,-2.19198,0.0290156,-2.84034,1.29579
1,11051373,0.734336,0.463218,0.77324,1.05298
1,11054373,-1.60767,0.108776,-2.41862,1.50442
1,11063317,1.38957,0.165511,1.57996,1.13701
1,11065065,0.708132,0.479318,0.729866,1.03069
1,11068987,0.377689,0.705883,0.446846,1.18311
1,11074812,-3.2498,0.00126277,-3.25339,1.0011
1,11084102,-2.00484,0.045722,-3.22575,1.60898
1,11087140,-0.148361,0.88214,-0.14894,1.0039
1,11091282,0.196438,0.844377,0.202646,1.0316
1,11101726,-1.14743,0.251961,-1.13752,0.991368
1,11101968,-0.562892,0.573856,-0.649029,1.15303
1,11102123,-0.17483,0.861311,-0.257201,1.47115
1,11105002,1.4631,0.144306,1.46112,0.998645
1,11108975,-0.40491,0.685782,-0.511823,1.26404
1,11109161,-0.0776661,0.938136,-0.0943193,1.21442
1,11110009,0.853467,0.393963,0.872685,1.02252
1,11112088,-1.20907,0.227422,-1.81754,1.50325
1,11113209,-0.236887,0.812878,-0.254192,1.07306
1,11114784,0.464505,0.642564,0.680737,1.46551
1,11115350,-1.20667,0.228344,-1.23511,1.02357
1,11116090,-1.75913,0.0793978,-2.6193,1.48897
1,11118559,0.87279,0.383354,1.48844,1.70538
1,11118731,0.605517,0.545214,0.628439,1.03786
1,11120135,-1.15895,0.247237,-1.16762,1.00748
1,11129119,-0.297391,0.766339,-0.308692,1.038
1,11131201,-1.31463,0.189463,-2.17926,1.65769
1,11131688,0.669421,0.503653,0.686587,1.02564
1,11135895,-0.763041,0.445934,-0.757277,0.992446
1,11148030,-0.761568,0.446812,-0.752698,0.988353
1,11167188,-0.624487,0.5327,-0.634793,1.0165
1,11170255,0.0157727,0.987424,0.0157384,0.997826
1,11177669,-1.7729,0.0770831,-1.90589,1.07501
1,11181712,-2.10076,0.0363509,-2.24973,1.07091
1,11186107,-0.215817,0.829252,-0.219518,1.01715
1,11191288,0.299921,0.764409,0.344295,1.14795
1,11191612,0.785754,0.432524,1.22442,1.55828
1,11194658,2.69501,0.00736593,2.81708,1.04529
1,11197678,2.11409,0.0351892,2.09187,0.989491
1,11203171,0.176915,0.859674,0.179255,1.01323
1,11209984,0.453979,0.650115,0.537871,1.18479
1,11210267,1.07829,0.28162,1.28039,1.18743
1,11211152,2.58004,0.0102713,2.64802,1.02635
1,11212346,-0.194391,0.845979,-0.223455,1.14952
1,11212362,0.823764,0.410614,0.953417,1.15739
1,11212412,-1.46861,0.142805,-1.95675,1.33238
1,11212468,1.74908,0.0811228,2.1385,1.22264
1,11212704,-2.05647,0.0404518,-2.82202,1.37227
1,11214181,-0.300104,0.76427,-0.319608,1.06499
1,11216042,-0.829887,0.407148,-1.18521,1.42815
1,11217255,-1.56194,0.119174,-1.60287,1.02621
1,11217395,0.936917,0.349424,0.921885,0.983956
1,11218256,-0.672384,0.501767,-0.664836,0.988774
1,11219074,-0.213712,0.830892,-0.341214,1.59661
1,11219630,-1.39748,0.163123,-1.38785,0.993112
1,11219973,0.558083,0.577131,0.884152,1.58427
1,11220596,-0.563927,0.573152,-0.710145,1.25929
1,11220749,-0.710941,0.477577,-0.740596,1.04171
1,11221669,0.269814,0.787456,0.277265,1.02761
1,11222121,0.40245,0.68759,0.600627,1.49243
1,11223365,-2.94109,0.00348032,-3.80269,1.29295
1,11224154,1.30607,0.192355,1.35759,1.03944
1,11224201,0.135048,0.892649,0.183549,1.35914
1,11224345,-1.6646,0.0968557,-1.71081,1.02776
1,11226275,1.37098,0.171227,1.3959,1.01818
1,11227138,-0.15973300000000001,0.873181,-0.162624,1.0181
1,11230882,-0.463071,0.643591,-0.5534,1.19507
1,11231605,-0.0747127,0.940484,-0.0749626,1.00334
1,11232112,0.297846,0.765991,0.293826,0.986501
1,11241492,0.778829,0.436588,0.767274,0.985163
1,11245405,0.294816,0.768303,0.296299,1.00503
1,11254806,-2.10063,0.0363624,-2.14392,1.02061
1,11259143,0.169461,0.865529,0.233672,1.37892
1,11262086,-1.44138,0.150339,-1.412,0.979613
1,11263074,1.05102,0.29395,1.05721,1.00589
1,11264831,-0.0356519,0.97158,-0.034812,0.976442
1,11265307,-0.352586,0.724603,-0.460111,1.30496
1,11265575,-0.167033,0.867437,-0.171692,1.02789
1,11273282,-0.834956,0.404292,-0.808366,0.968154
1,11278949,2.10363,0.036098,2.57994,1.22642
1,11282045,0.42804,0.668876,0.608926,1.42259
1,11283834,1.50676,0.132743,1.5564,1.03294
1,11285391,-1.25571,0.210028,-1.21205,0.965232
1,11288931,-1.49864,0.134836,-1.49445,0.997204
1,11290159,2.29336,0.0223983,2.3304,1.01615
1,11290408,-0.406538,0.684587,-0.406705,1.00041
1,11291032,-1.25429,0.210543,-1.26962,1.01222
1,11291103,0.272138,0.785671,0.265139,0.974282
1,11291162,-0.832808,0.405501,-1.05214,1.26337
1,11291269,0.619151,0.536205,0.625517,1.01028
1,11291475,0.949695,0.342899,0.961057,1.01196
1,11292032,-2.00125,0.0461094,-1.98134,0.990051
1,11292158,0.733295,0.463852,1.18486,1.6158
1,11292514,0.459223,0.646349,0.467466,1.01795
1,11292615,1.64932,0.0999466,1.62431,0.984832
1,11292791,0.0754066,0.939933,0.0957759,1.27013
1,11292797,0.00434153,0.996538,0.00660848,1.52216
1,11292886,1.39058,0.165205,1.39933,1.0063
1,11293266,-1.54559,0.123074,-1.63747,1.05944
1,11296186,0.579604,0.562541,0.76545,1.32064
1,11296864,1.02204,0.307444,0.989077,0.967751
1,11311425,1.69726,0.0905043,1.65564,0.975476
1,11314057,-1.2133,0.225806,-1.18379,0.975682
1,11319865,-1.35866,0.175099,-1.43598,1.05691
1,11320083,-0.0817294,0.934907,-0.126155,1.54357
1,11322717,-1.54334,0.12362,-1.59178,1.03139
1,11323623,-1.17791,0.239604,-1.23575,1.04911
1,11332293,-1.00372,0.31618,-0.984954,0.981299
1,11344798,-0.0630082,0.949795,-0.0606428,0.96246
1,11346309,-0.15923,0.873576,-0.179505,1.12733
1,11346427,-1.67339,0.0951127,-1.93983,1.15922
1,11350217,0.270268,0.787108,0.263759,0.975918
1,11351761,0.169609,0.865412,0.249629,1.47179
1,11355742,2.80216,0.00534832,2.77127,0.988974
1,11357075,-0.537402,0.591319,-0.84616,1.57454
1,11357439,1.19895,0.23133,1.4098,1.17586
1,11358902,-1.79929,0.0728032,-2.42159,1.34586
1,11360467,-1.27384,0.203535,-1.7841,1.40057
1,11361205,1.76014,0.0792255,2.53582,1.44069
1,11370663,0.460255,0.645609,0.73994,1.60768
1,11374650,2.01094,0.0450712,1.95432,0.971848
1,11378842,-0.0305254,0.975665,-0.0463842,1.51953
1,11379972,-0.971887,0.331754,-0.987745,1.01632
1,11383956,2.55168,0.0111297,3.10833,1.21815
1,11385342,0.524691,0.600118,0.633142,1.20669
1,11385884,-0.813017,0.416741,-0.814903,1.00232
1,11386400,0.287975,0.77353,0.399442,1.38707
1,11386862,-0.327247,0.74367,-0.323722,0.989227
1,11390511,-1.20044,0.230751,-1.19244,0.993332
1,11392017,-1.27128,0.204442,-1.84584,1.45195
1,11397263,-1.63602,0.102702,-2.07267,1.26689
1,11406446,0.0766288,0.938961,0.0924737,1.20677
